image_id,domain,mode,requested_coverage,pixel_coverage,region_coverage,selected_damage_rate,delivered_damage_fraction,hallucination_rate,psnr,ssim,lpips,dists,psnr_gain,ssim_gain,lpips_gain,dists_gain
bsds_254054,synthetic_bsds,oracle_budget_sse,0.5,0.20249221183800623,0.5,1.0,0.5,,20.566817149790268,0.4059382677078247,0.6539161801338196,0.23363572359085083,-0.7691935551927358,-0.020187854766845703,0.0698193907737732,0.05195975303649902
bsds_254054,synthetic_bsds,oracle_positive,,0.0,0.0,,0.0,,21.336010704983003,0.4261261224746704,0.7237355709075928,0.28559547662734985,0.0,0.0,-0.0,-0.0
bsds_254054,synthetic_bsds,oracle_pixel,,0.2951794353663513,,,,,23.074168196305788,0.6575413346290588,0.30897390842437744,0.2233198881149292,1.7381574913227844,0.23141521215438843,0.41476166248321533,0.062275588512420654
bsds_27059,synthetic_bsds,oracle_budget_sse,0.5,0.20249221183800623,0.5,1.0,0.5,,24.0484350865888,0.6553187966346741,0.44762754440307617,0.1948634386062622,-1.0803024990399024,-0.028370678424835205,0.02835988998413086,0.040840744972229004
bsds_27059,synthetic_bsds,oracle_positive,,0.0,0.0,,0.0,,25.128737585628702,0.6836894750595093,0.47598743438720703,0.2357041835784912,0.0,0.0,-0.0,-0.0
bsds_27059,synthetic_bsds,oracle_pixel,,0.24102175504044662,,,,,26.82474665312266,0.788237452507019,0.1984771490097046,0.16222167015075684,1.6960090674939572,0.10454797744750977,0.27751028537750244,0.07348251342773438
bsds_271008,synthetic_bsds,oracle_budget_sse,0.5,0.20249221183800623,0.5,1.0,0.5,,26.911553567016174,0.7304103374481201,0.2597914934158325,0.14292871952056885,-2.0933621564800156,-0.03233760595321655,-0.014358863234519958,0.03932291269302368
bsds_271008,synthetic_bsds,oracle_positive,,0.0,0.0,,0.0,,29.00491572349619,0.7627479434013367,0.24543263018131256,0.18225163221359253,0.0,0.0,-0.0,-0.0
bsds_271008,synthetic_bsds,oracle_pixel,,0.3756776186682729,,,,,31.17009287491864,0.8661903142929077,0.12121637910604477,0.12884974479675293,2.1651771514224514,0.10344237089157104,0.12421625107526779,0.0534018874168396
bsds_274007,synthetic_bsds,oracle_budget_sse,0.5,0.20249221183800623,0.5,1.0,0.5,,11.834324578958546,0.5412780046463013,0.21735911071300507,0.15176165103912354,-0.15145783817659186,-0.07607537508010864,-0.04159921407699585,-0.0016852021217346191
bsds_274007,synthetic_bsds,oracle_positive,,0.0,0.0,,0.0,,11.985782417135137,0.6173533797264099,0.17575989663600922,0.15007644891738892,0.0,0.0,-0.0,-0.0
bsds_274007,synthetic_bsds,oracle_pixel,,0.45402555682929513,,,,,12.739844997001208,0.5454286336898804,0.2674759328365326,0.14686250686645508,0.754062579866071,-0.07192474603652954,-0.09171603620052338,0.003213942050933838
bsds_286092,synthetic_bsds,oracle_budget_sse,0.5,0.20249221183800623,0.5,1.0,0.5,,26.120091447780467,0.6486374735832214,0.3338720202445984,0.20516955852508545,-0.7699390017269465,-0.028804242610931396,0.02418982982635498,0.03803068399429321
bsds_286092,synthetic_bsds,oracle_positive,,0.0,0.0,,0.0,,26.890030449507414,0.6774417161941528,0.35806185007095337,0.24320024251937866,0.0,0.0,-0.0,-0.0
bsds_286092,synthetic_bsds,oracle_pixel,,0.381266960706213,,,,,29.079169754837363,0.8059487342834473,0.1413264274597168,0.1613970398902893,2.189139305329949,0.12850701808929443,0.21673542261123657,0.08180320262908936
bsds_309004,synthetic_bsds,oracle_budget_sse,0.5,0.20249221183800623,0.5,1.0,0.5,,20.397065535742218,0.2936158776283264,0.8021254539489746,0.2658689618110657,-0.9328630339617199,-0.020107299089431763,0.08076518774032593,0.039539873600006104
bsds_309004,synthetic_bsds,oracle_positive,,0.0,0.0,,0.0,,21.329928569703938,0.3137231767177582,0.8828906416893005,0.3054088354110718,0.0,0.0,-0.0,-0.0
bsds_309004,synthetic_bsds,oracle_pixel,,0.2985667191274668,,,,,22.556844685298692,0.5395906567573547,0.553822934627533,0.20412659645080566,1.2269161155947543,0.22586748003959656,0.3290677070617676,0.10128223896026611
bsds_311081,synthetic_bsds,oracle_budget_sse,0.5,0.20249221183800623,0.5,1.0,0.5,,19.73733456129861,0.40069884061813354,0.5868483185768127,0.22237920761108398,-0.5039133290267017,-0.016806066036224365,0.04023158550262451,0.048848092555999756
