model_id,scope,target,variant,family,seed,domain,image_count,region_count,positive_count,roc_auc,roc_auc_defined_images,pr_auc,pr_auc_defined_images,balanced_accuracy,balanced_accuracy_defined_images,precision,precision_defined_images,recall,recall_defined_images,f1,f1_defined_images,accuracy,accuracy_defined_images,brier,brier_defined_images,ece,ece_defined_images
mixed_groupcv_psnr_benefit_V8_mlp_507,mixed_groupcv,psnr_benefit,V8,mlp,507,all,55,1160,13,0.4570477268439917,5,0.40421951399870526,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9765151515151516,55,0.0430659325014565,55,0.13733558539750063,55
mixed_groupcv_psnr_benefit_V8_mlp_507,mixed_groupcv,psnr_benefit,V8,mlp,507,real_csig,5,960,8,0.4759526504433126,2,0.02443767388565202,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.010376705182403731,5,0.034619589301776915,5
mixed_groupcv_psnr_benefit_V8_mlp_507,mixed_groupcv,psnr_benefit,V8,mlp,507,synthetic_bsds,50,200,5,0.4444444444444445,3,0.6574074074074073,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.046334855233361776,50,0.14760718500707298,50
mixed_groupcv_psnr_benefit_C1_lq_logistic_505,mixed_groupcv,psnr_benefit,C1_lq,logistic,505,all,55,1160,13,0.6646651575174497,5,0.4076384395371592,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9765151515151516,55,0.023517424946192536,55,0.02614650912083101,55
mixed_groupcv_psnr_benefit_C1_lq_logistic_505,mixed_groupcv,psnr_benefit,C1_lq,logistic,505,real_csig,5,960,8,0.6616628937936239,2,0.06076276550956483,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.008293785523546485,5,0.008979129185330297,5
mixed_groupcv_psnr_benefit_C1_lq_logistic_505,mixed_groupcv,psnr_benefit,C1_lq,logistic,505,synthetic_bsds,50,200,5,0.6666666666666666,3,0.6388888888888888,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.025039788888457145,50,0.02786324711438109,50
mixed_groupcv_psnr_benefit_C1_lq_mlp_505,mixed_groupcv,psnr_benefit,C1_lq,mlp,505,all,55,1160,13,0.27601018675721567,5,0.28518971435019164,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9628787878787879,55,0.1192473631309076,55,0.3262702548834072,55
mixed_groupcv_psnr_benefit_C1_lq_mlp_505,mixed_groupcv,psnr_benefit,C1_lq,mlp,505,real_csig,5,960,8,0.35669213355970575,2,0.0185298414310347,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.0703968495604872,5,0.23979400596581404,5
mixed_groupcv_psnr_benefit_C1_lq_mlp_505,mixed_groupcv,psnr_benefit,C1_lq,mlp,505,synthetic_bsds,50,200,5,0.22222222222222224,3,0.46296296296296297,3,0.5,3,0.0,50,0.0,50,0.0,50,0.96,50,0.12413241448794966,50,0.3349178797751665,50
mixed_groupcv_psnr_benefit_C1_lq_mlp_506,mixed_groupcv,psnr_benefit,C1_lq,mlp,506,all,55,1160,13,0.7180965855498963,5,0.49866220937524036,5,0.5,5,0.0,55,0.0,55,0.0,55,0.971969696969697,55,0.10418484394874077,55,0.2948707425035536,55
mixed_groupcv_psnr_benefit_C1_lq_mlp_506,mixed_groupcv,psnr_benefit,C1_lq,mlp,506,real_csig,5,960,8,0.628574797208074,2,0.038322190104767555,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.04555260012843261,5,0.18480448564514518,5
mixed_groupcv_psnr_benefit_C1_lq_mlp_506,mixed_groupcv,psnr_benefit,C1_lq,mlp,506,synthetic_bsds,50,200,5,0.7777777777777778,3,0.8055555555555555,3,0.5,3,0.0,50,0.0,50,0.0,50,0.97,50,0.11004806833077162,50,0.3058773681893945,50
mixed_groupcv_psnr_benefit_C1_lq_mlp_507,mixed_groupcv,psnr_benefit,C1_lq,mlp,507,all,55,1160,13,0.6264025655536691,5,0.3936189360440193,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9765151515151516,55,0.10088927251174235,55,0.2914866979805414,55
mixed_groupcv_psnr_benefit_C1_lq_mlp_507,mixed_groupcv,psnr_benefit,C1_lq,mlp,507,real_csig,5,960,8,0.7326730805508395,2,0.08126956233227044,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.05922778693424184,5,0.21919063178356737,5
mixed_groupcv_psnr_benefit_C1_lq_mlp_507,mixed_groupcv,psnr_benefit,C1_lq,mlp,507,synthetic_bsds,50,200,5,0.5555555555555556,3,0.6018518518518519,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.1050554210694924,50,0.2987163046002388,50
mixed_groupcv_psnr_benefit_C1_restored_logistic_505,mixed_groupcv,psnr_benefit,C1_restored,logistic,505,all,55,1160,13,0.3674985851726089,5,0.2965327003655055,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9765151515151516,55,0.02354038864293644,55,0.02636981539279336,55
mixed_groupcv_psnr_benefit_C1_restored_logistic_505,mixed_groupcv,psnr_benefit,C1_restored,logistic,505,real_csig,5,960,8,0.585413129598189,2,0.03299841758043058,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.008296211083957457,5,0.007587896494163285,5
mixed_groupcv_psnr_benefit_C1_restored_logistic_505,mixed_groupcv,psnr_benefit,C1_restored,logistic,505,synthetic_bsds,50,200,5,0.2222222222222222,3,0.47222222222222215,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.025064806398834346,50,0.028248007282656373,50
mixed_groupcv_psnr_benefit_C1_restored_mlp_505,mixed_groupcv,psnr_benefit,C1_restored,mlp,505,all,55,1160,13,0.3905168836068666,5,0.41933482319271265,5,0.4967741935483871,5,0.0,55,0.0,55,0.0,55,0.934375,55,0.14284864166006248,55,0.3566170777546976,55
mixed_groupcv_psnr_benefit_C1_restored_mlp_505,mixed_groupcv,psnr_benefit,C1_restored,mlp,505,real_csig,5,960,8,0.3096255423504999,2,0.02055928020400379,2,0.49193548387096775,2,0.0,5,0.0,5,0.0,5,0.978125,5,0.1198188626934632,5,0.3235370789809774,5
mixed_groupcv_psnr_benefit_C1_restored_mlp_505,mixed_groupcv,psnr_benefit,C1_restored,mlp,505,synthetic_bsds,50,200,5,0.4444444444444444,3,0.6851851851851851,3,0.5,3,0.0,50,0.0,50,0.0,50,0.93,50,0.1451516195567224,50,0.3599250776320696,50
mixed_groupcv_psnr_benefit_C1_restored_mlp_506,mixed_groupcv,psnr_benefit,C1_restored,mlp,506,all,55,1160,13,0.28522542916430865,5,0.2865936239958821,5,0.5,5,0.0,55,0.0,55,0.0,55,0.971875,55,0.12010924667229567,55,0.31988555069264935,55
mixed_groupcv_psnr_benefit_C1_restored_mlp_506,mixed_groupcv,psnr_benefit,C1_restored,mlp,506,real_csig,5,960,8,0.37973023957743823,2,0.02203961554526098,2,0.5,2,0.0,5,0.0,5,0.0,5,0.990625,5,0.08260524469258691,5,0.26116582135825106,5
mixed_groupcv_psnr_benefit_C1_restored_mlp_506,mixed_groupcv,psnr_benefit,C1_restored,mlp,506,synthetic_bsds,50,200,5,0.22222222222222224,3,0.46296296296296297,3,0.5,3,0.0,50,0.0,50,0.0,50,0.97,50,0.12385964687026654,50,0.3257575236260891,50
mixed_groupcv_psnr_benefit_C1_restored_mlp_507,mixed_groupcv,psnr_benefit,C1_restored,mlp,507,all,55,1160,13,0.42498207885304656,5,0.3906705498871977,5,0.4994623655913978,5,0.0,55,0.0,55,0.0,55,0.9672348484848484,55,0.11921967050687891,55,0.32426278152728855,55
mixed_groupcv_psnr_benefit_C1_restored_mlp_507,mixed_groupcv,psnr_benefit,C1_restored,mlp,507,real_csig,5,960,8,0.5624551971326165,2,0.032231930273549786,2,0.4986559139784946,2,0.0,5,0.0,5,0.0,5,0.9895833333333334,5,0.10162815523208099,5,0.29775990565928323,5
mixed_groupcv_psnr_benefit_C1_restored_mlp_507,mixed_groupcv,psnr_benefit,C1_restored,mlp,507,synthetic_bsds,50,200,5,0.3333333333333333,3,0.6296296296296297,3,0.5,3,0.0,50,0.0,50,0.0,50,0.965,50,0.12097882203435867,50,0.326913069114089,50
mixed_groupcv_psnr_benefit_C1_absdiff_logistic_505,mixed_groupcv,psnr_benefit,C1_absdiff,logistic,505,all,55,1160,13,0.46505942275042444,5,0.43690120463252546,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9765151515151516,55,0.0234517208517661,55,0.02641062720331587,55
mixed_groupcv_psnr_benefit_C1_absdiff_logistic_505,mixed_groupcv,psnr_benefit,C1_absdiff,logistic,505,real_csig,5,960,8,0.3293152235427278,2,0.022808567136869108,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.00834115318680669,5,0.009125245848087021,5
mixed_groupcv_psnr_benefit_C1_absdiff_logistic_505,mixed_groupcv,psnr_benefit,C1_absdiff,logistic,505,synthetic_bsds,50,200,5,0.5555555555555556,3,0.7129629629629629,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.024962777618262044,50,0.028139165338838753,50
mixed_groupcv_psnr_benefit_C1_absdiff_mlp_505,mixed_groupcv,psnr_benefit,C1_absdiff,mlp,505,all,55,1160,13,0.45826070552725906,5,0.4062912204615688,5,0.49842105263157893,5,0.0,55,0.0,55,0.0,55,0.9487689393939395,55,0.07532353813224253,55,0.20648613059271487,55
mixed_groupcv_psnr_benefit_C1_absdiff_mlp_505,mixed_groupcv,psnr_benefit,C1_absdiff,mlp,505,real_csig,5,960,8,0.47898509715148085,2,0.029616940042810833,2,0.49605263157894736,2,0.0,5,0.0,5,0.0,5,0.9864583333333334,5,0.060381367827471034,5,0.1732602164862328,5
mixed_groupcv_psnr_benefit_C1_absdiff_mlp_505,mixed_groupcv,psnr_benefit,C1_absdiff,mlp,505,synthetic_bsds,50,200,5,0.4444444444444445,3,0.6574074074074073,3,0.5,3,0.0,50,0.0,50,0.0,50,0.945,50,0.07681775516271967,50,0.20980872200336306,50
mixed_groupcv_psnr_benefit_C1_absdiff_mlp_506,mixed_groupcv,psnr_benefit,C1_absdiff,mlp,506,all,55,1160,13,0.452918317298623,5,0.4050667895935696,5,0.49947368421052635,5,0.0,55,0.0,55,0.0,55,0.9764204545454546,55,0.06299098168284636,55,0.18213497993335542,55
mixed_groupcv_psnr_benefit_C1_absdiff_mlp_506,mixed_groupcv,psnr_benefit,C1_absdiff,mlp,506,real_csig,5,960,8,0.4656291265798906,2,0.02655586287281297,2,0.4986842105263158,2,0.0,5,0.0,5,0.0,5,0.990625,5,0.05134754965755909,5,0.1488590881746859,5
mixed_groupcv_psnr_benefit_C1_absdiff_mlp_506,mixed_groupcv,psnr_benefit,C1_absdiff,mlp,506,synthetic_bsds,50,200,5,0.4444444444444445,3,0.6574074074074073,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.06415532488537508,50,0.18546256910922237,50
mixed_groupcv_psnr_benefit_C1_absdiff_mlp_507,mixed_groupcv,psnr_benefit,C1_absdiff,mlp,507,all,55,1160,13,0.49361252593850213,5,0.4066389499391187,5,0.49947368421052635,5,0.0,55,0.0,55,0.0,55,0.971875,55,0.0662136704091373,55,0.1917260647604907,55
mixed_groupcv_psnr_benefit_C1_absdiff_mlp_507,mixed_groupcv,psnr_benefit,C1_absdiff,mlp,507,real_csig,5,960,8,0.5673646481795888,2,0.030486263736685552,2,0.4986842105263158,2,0.0,5,0.0,5,0.0,5,0.990625,5,0.04674432114443385,5,0.12809750414411,5
mixed_groupcv_psnr_benefit_C1_absdiff_mlp_507,mixed_groupcv,psnr_benefit,C1_absdiff,mlp,507,synthetic_bsds,50,200,5,0.4444444444444445,3,0.6574074074074073,3,0.5,3,0.0,50,0.0,50,0.0,50,0.97,50,0.06816060533560764,50,0.19808892082212878,50
mixed_groupcv_psnr_benefit_C3_token256_logistic_505,mixed_groupcv,psnr_benefit,C3_token256,logistic,505,all,55,1160,13,0.6534861346915676,5,0.5005951725860976,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9765151515151516,55,0.022932870300598228,55,0.04221958195926285,55
mixed_groupcv_psnr_benefit_C3_token256_logistic_505,mixed_groupcv,psnr_benefit,C3_token256,logistic,505,real_csig,5,960,8,0.6337153367289191,2,0.09871015368746638,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.010200884247756687,5,0.022367713151063902,5
mixed_groupcv_psnr_benefit_C3_token256_logistic_505,mixed_groupcv,psnr_benefit,C3_token256,logistic,505,synthetic_bsds,50,200,5,0.6666666666666666,3,0.7685185185185185,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.02420606890588238,50,0.044204768840082745,50
mixed_groupcv_psnr_benefit_C3_token256_mlp_505,mixed_groupcv,psnr_benefit,C3_token256,mlp,505,all,55,1160,13,0.47796830786644035,5,0.44212878082126583,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9765151515151516,55,0.16150627492146655,55,0.38049534888881625,55
mixed_groupcv_psnr_benefit_C3_token256_mlp_505,mixed_groupcv,psnr_benefit,C3_token256,mlp,505,real_csig,5,960,8,0.3615874363327674,2,0.021988618719831213,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.13866239176274525,5,0.35394240443905195,5
mixed_groupcv_psnr_benefit_C3_token256_mlp_505,mixed_groupcv,psnr_benefit,C3_token256,mlp,505,synthetic_bsds,50,200,5,0.5555555555555555,3,0.7222222222222222,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.16379066323733865,50,0.3831506433337927,50
mixed_groupcv_psnr_benefit_C3_token256_mlp_506,mixed_groupcv,psnr_benefit,C3_token256,mlp,506,all,55,1160,13,0.5933861535559328,5,0.39309178027662306,5,0.5666666666666667,5,0.024242424242424242,55,0.024242424242424242,55,0.01818181818181818,55,0.7399621212121213,55,0.19307692215576922,55,0.4111942709053189,55
mixed_groupcv_psnr_benefit_C3_token256_mlp_506,mixed_groupcv,psnr_benefit,C3_token256,mlp,506,real_csig,5,960,8,0.4834653838898321,2,0.02439611735822427,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9895833333333334,5,0.1237634107984297,5,0.31462080409983173,5
mixed_groupcv_psnr_benefit_C3_token256_mlp_506,mixed_groupcv,psnr_benefit,C3_token256,mlp,506,synthetic_bsds,50,200,5,0.6666666666666666,3,0.6388888888888888,3,0.611111111111111,3,0.026666666666666665,50,0.026666666666666665,50,0.02,50,0.715,50,0.2000082732915031,50,0.42085161758586764,50
mixed_groupcv_psnr_benefit_C3_token256_mlp_507,mixed_groupcv,psnr_benefit,C3_token256,mlp,507,all,55,1160,13,0.45149405772495754,5,0.3580151804115887,5,0.49947368421052635,5,0.0,55,0.0,55,0.0,55,0.9763257575757576,55,0.147489000043799,55,0.35822499966474647,55
mixed_groupcv_psnr_benefit_C3_token256_mlp_507,mixed_groupcv,psnr_benefit,C3_token256,mlp,507,real_csig,5,960,8,0.29540181097906054,2,0.020037951028971848,2,0.4986842105263158,2,0.0,5,0.0,5,0.0,5,0.9895833333333333,5,0.11786686189593783,5,0.31757919151956837,5
mixed_groupcv_psnr_benefit_C3_token256_mlp_507,mixed_groupcv,psnr_benefit,C3_token256,mlp,507,synthetic_bsds,50,200,5,0.5555555555555556,3,0.5833333333333333,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.15045121385858512,50,0.36228958047926424,50
mixed_groupcv_psnr_benefit_C3_token512_logistic_505,mixed_groupcv,psnr_benefit,C3_token512,logistic,505,all,55,1160,13,0.2870873420109413,5,0.29362181609193233,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9764204545454546,55,0.025134040840042653,55,0.04824542081523898,55
mixed_groupcv_psnr_benefit_C3_token512_logistic_505,mixed_groupcv,psnr_benefit,C3_token512,logistic,505,real_csig,5,960,8,0.38438502169402,2,0.039610095785386414,2,0.5,2,0.0,5,0.0,5,0.0,5,0.990625,5,0.01082055570425877,5,0.022597509653077365,5
mixed_groupcv_psnr_benefit_C3_token512_logistic_505,mixed_groupcv,psnr_benefit,C3_token512,logistic,505,synthetic_bsds,50,200,5,0.22222222222222224,3,0.46296296296296297,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.02656538935362104,50,0.05081021193145516,50
mixed_groupcv_psnr_benefit_C3_token512_mlp_505,mixed_groupcv,psnr_benefit,C3_token512,mlp,505,all,55,1160,13,0.6839671760045274,5,0.5732308014729943,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9765151515151516,55,0.15949975378000228,55,0.3840239077213813,55
mixed_groupcv_psnr_benefit_C3_token512_mlp_505,mixed_groupcv,psnr_benefit,C3_token512,mlp,505,real_csig,5,960,8,0.543251273344652,2,0.030299225904708085,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.12722703948919953,5,0.3346386791206896,5
mixed_groupcv_psnr_benefit_C3_token512_mlp_505,mixed_groupcv,psnr_benefit,C3_token512,mlp,505,synthetic_bsds,50,200,5,0.7777777777777777,3,0.9351851851851851,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.16272702520908255,50,0.38896243058145047,50
mixed_groupcv_psnr_benefit_C3_token512_mlp_506,mixed_groupcv,psnr_benefit,C3_token512,mlp,506,all,55,1160,13,0.4556989247311828,5,0.3262244792508513,5,0.4989473684210527,5,0.0,55,0.0,55,0.0,55,0.8347537878787878,55,0.18577282230507952,55,0.40676678513180264,55
mixed_groupcv_psnr_benefit_C3_token512_mlp_506,mixed_groupcv,psnr_benefit,C3_token512,mlp,506,real_csig,5,960,8,0.639247311827957,2,0.037783420349350505,2,0.49736842105263157,2,0.0,5,0.0,5,0.0,5,0.9822916666666666,5,0.10540592930879047,5,0.28198101288677807,5
mixed_groupcv_psnr_benefit_C3_token512_mlp_506,mixed_groupcv,psnr_benefit,C3_token512,mlp,506,synthetic_bsds,50,200,5,0.3333333333333333,3,0.5185185185185185,3,0.5,3,0.0,50,0.0,50,0.0,50,0.82,50,0.19380951160470838,50,0.4192453623563051,50
mixed_groupcv_psnr_benefit_C3_token512_mlp_507,mixed_groupcv,psnr_benefit,C3_token512,mlp,507,all,55,1160,13,0.5877457083569138,5,0.49071436548967523,5,0.49947368421052635,5,0.0,55,0.0,55,0.0,55,0.9626893939393939,55,0.14606017596236762,55,0.360951345521872,55
mixed_groupcv_psnr_benefit_C3_token512_mlp_507,mixed_groupcv,psnr_benefit,C3_token512,mlp,507,real_csig,5,960,8,0.30269760422561776,2,0.018452580390854803,2,0.4986842105263158,2,0.0,5,0.0,5,0.0,5,0.9895833333333333,5,0.12737028003737422,5,0.3339909800095483,5
mixed_groupcv_psnr_benefit_C3_token512_mlp_507,mixed_groupcv,psnr_benefit,C3_token512,mlp,507,synthetic_bsds,50,200,5,0.7777777777777777,3,0.8055555555555555,3,0.5,3,0.0,50,0.0,50,0.0,50,0.96,50,0.14792916555486696,50,0.3636473820731044,50
mixed_groupcv_psnr_benefit_C5_pair_stability_logistic_505,mixed_groupcv,psnr_benefit,C5_pair_stability,logistic,505,all,55,1160,13,0.5969081305414072,5,0.3649619176553042,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9765151515151516,55,0.02346645146992159,55,0.024209025966492506,55
mixed_groupcv_psnr_benefit_C5_pair_stability_logistic_505,mixed_groupcv,psnr_benefit,C5_pair_stability,logistic,505,real_csig,5,960,8,0.6589369930201849,2,0.037404794138260644,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.008310899834194562,5,0.00845331695219416,5
mixed_groupcv_psnr_benefit_C5_pair_stability_logistic_505,mixed_groupcv,psnr_benefit,C5_pair_stability,logistic,505,synthetic_bsds,50,200,5,0.5555555555555557,3,0.5833333333333333,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.024982006633494293,50,0.02578459686792234,50
mixed_groupcv_psnr_benefit_C5_pair_stability_mlp_505,mixed_groupcv,psnr_benefit,C5_pair_stability,mlp,505,all,55,1160,13,0.4405847953216374,5,0.3032082732082732,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9765151515151516,55,0.042044626808075206,55,0.12492412701363775,55
mixed_groupcv_psnr_benefit_C5_pair_stability_mlp_505,mixed_groupcv,psnr_benefit,C5_pair_stability,mlp,505,real_csig,5,960,8,0.7681286549707602,2,0.06357623857623858,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.014561437823975782,5,0.05252110701209556,5
mixed_groupcv_psnr_benefit_C5_pair_stability_mlp_505,mixed_groupcv,psnr_benefit,C5_pair_stability,mlp,505,synthetic_bsds,50,200,5,0.22222222222222224,3,0.46296296296296297,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.04479294570648515,50,0.13216442901379197,50
mixed_groupcv_psnr_benefit_C5_pair_stability_mlp_506,mixed_groupcv,psnr_benefit,C5_pair_stability,mlp,506,all,55,1160,13,0.48438030560271655,5,0.31518951728381894,5,0.5,5,0.0,55,0.0,55,0.0,55,0.971969696969697,55,0.048716620539031856,55,0.14277557937059485,55
mixed_groupcv_psnr_benefit_C5_pair_stability_mlp_506,mixed_groupcv,psnr_benefit,C5_pair_stability,mlp,506,real_csig,5,960,8,0.7109507640067911,2,0.05186268209843629,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.018285916821420497,5,0.059950024758169705,5
mixed_groupcv_psnr_benefit_C5_pair_stability_mlp_506,mixed_groupcv,psnr_benefit,C5_pair_stability,mlp,506,synthetic_bsds,50,200,5,0.3333333333333333,3,0.4907407407407407,3,0.5,3,0.0,50,0.0,50,0.0,50,0.97,50,0.05175969091079297,50,0.1510581348318374,50
mixed_groupcv_psnr_benefit_C5_pair_stability_mlp_507,mixed_groupcv,psnr_benefit,C5_pair_stability,mlp,507,all,55,1160,13,0.36270514997170344,5,0.2895367306979199,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9673295454545454,55,0.054080653935610436,55,0.16362382216171734,55
mixed_groupcv_psnr_benefit_C5_pair_stability_mlp_507,mixed_groupcv,psnr_benefit,C5_pair_stability,mlp,507,real_csig,5,960,8,0.5734295415959253,2,0.029397382300355362,2,0.5,2,0.0,5,0.0,5,0.0,5,0.990625,5,0.024146069302630448,5,0.08158375897725514,5
mixed_groupcv_psnr_benefit_C5_pair_stability_mlp_507,mixed_groupcv,psnr_benefit,C5_pair_stability,mlp,507,synthetic_bsds,50,200,5,0.22222222222222224,3,0.46296296296296297,3,0.5,3,0.0,50,0.0,50,0.0,50,0.965,50,0.057074112398908416,50,0.1718278284801636,50
mixed_groupcv_four_metric_majority_V7_logistic_505,mixed_groupcv,four_metric_majority,V7,logistic,505,all,55,1160,28,0.44761688111703507,14,0.51654978768064,14,0.5,14,0.0,55,0.0,55,0.0,55,0.8948863636363636,55,0.1000031029454555,55,0.11274216877677407,55
mixed_groupcv_four_metric_majority_V7_logistic_505,mixed_groupcv,four_metric_majority,V7,logistic,505,real_csig,5,960,6,0.5083181678192457,2,0.04640406932003571,2,0.5,2,0.0,5,0.0,5,0.0,5,0.99375,5,0.006306767003306723,5,0.009189064955209311,5
mixed_groupcv_four_metric_majority_V7_logistic_505,mixed_groupcv,four_metric_majority,V7,logistic,505,synthetic_bsds,50,200,22,0.4375,12,0.5949074074074073,12,0.5,12,0.0,50,0.0,50,0.0,50,0.885,50,0.10937273653967036,50,0.12309747915893052,50
mixed_groupcv_four_metric_majority_V7_mlp_505,mixed_groupcv,four_metric_majority,V7,mlp,505,all,55,1160,28,0.3701059719461321,14,0.5050863511115595,14,0.4583333333333333,14,0.00909090909090909,55,0.006060606060606061,55,0.007272727272727273,55,0.8494318181818182,55,0.11971163589314596,55,0.21209942611534863,55
mixed_groupcv_four_metric_majority_V7_mlp_505,mixed_groupcv,four_metric_majority,V7,mlp,505,real_csig,5,960,6,0.46574180362292467,2,0.021715568892027828,2,0.5,2,0.0,5,0.0,5,0.0,5,0.99375,5,0.015708406073485837,5,0.05617902138589368,5
mixed_groupcv_four_metric_majority_V7_mlp_505,mixed_groupcv,four_metric_majority,V7,mlp,505,synthetic_bsds,50,200,22,0.3541666666666667,12,0.5856481481481481,12,0.45138888888888884,12,0.01,50,0.006666666666666666,50,0.008,50,0.835,50,0.13011195887511198,50,0.22769146658829414,50
mixed_groupcv_four_metric_majority_V7_mlp_506,mixed_groupcv,four_metric_majority,V7,mlp,506,all,55,1160,28,0.386307307311311,14,0.5197443784909959,14,0.4583333333333333,14,0.00909090909090909,55,0.006060606060606061,55,0.007272727272727273,55,0.843844696969697,55,0.12345089409296772,55,0.22235808415455474,55
mixed_groupcv_four_metric_majority_V7_mlp_506,mixed_groupcv,four_metric_majority,V7,mlp,506,real_csig,5,960,6,0.3708178178458437,2,0.027099538325859367,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9822916666666666,5,0.02531384176429683,5,0.07524553877483411,5
mixed_groupcv_four_metric_majority_V7_mlp_506,mixed_groupcv,four_metric_majority,V7,mlp,506,synthetic_bsds,50,200,22,0.3888888888888889,12,0.601851851851852,12,0.45138888888888884,12,0.01,50,0.006666666666666666,50,0.008,50,0.83,50,0.13326459932583481,50,0.2370693386925268,50
mixed_groupcv_four_metric_majority_V7_mlp_507,mixed_groupcv,four_metric_majority,V7,mlp,507,all,55,1160,28,0.4689205953680854,14,0.5674475979121105,14,0.4761904761904762,14,0.03636363636363636,55,0.04242424242424243,55,0.037575757575757575,55,0.8221590909090909,55,0.14079767584543068,55,0.2796182137091157,55
mixed_groupcv_four_metric_majority_V7_mlp_507,mixed_groupcv,four_metric_majority,V7,mlp,507,real_csig,5,960,6,0.4907775009099309,2,0.06935540760699577,2,0.5,2,0.0,5,0.0,5,0.0,5,0.99375,5,0.02462184474962608,5,0.1041968207602622,5
mixed_groupcv_four_metric_majority_V7_mlp_507,mixed_groupcv,four_metric_majority,V7,mlp,507,synthetic_bsds,50,200,22,0.46527777777777785,12,0.6504629629629629,12,0.47222222222222227,12,0.04,50,0.04666666666666667,50,0.041333333333333326,50,0.805,50,0.1524152589550111,50,0.29716035300400107,50
synthetic_only_psnr_benefit_V1_logistic_505,synthetic_only,psnr_benefit,V1,logistic,505,all,50,200,5,0.4444444444444445,3,0.5555555555555555,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.025007188651981642,50,0.028595814325954552,50
synthetic_only_psnr_benefit_V1_logistic_505,synthetic_only,psnr_benefit,V1,logistic,505,synthetic_bsds,50,200,5,0.4444444444444445,3,0.5555555555555555,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.025007188651981642,50,0.028595814325954552,50
synthetic_only_psnr_benefit_V7_logistic_505,synthetic_only,psnr_benefit,V7,logistic,505,all,50,200,5,0.22222222222222224,3,0.46296296296296297,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.024990893484773336,50,0.027073156482227377,50
synthetic_only_psnr_benefit_V7_logistic_505,synthetic_only,psnr_benefit,V7,logistic,505,synthetic_bsds,50,200,5,0.22222222222222224,3,0.46296296296296297,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.024990893484773336,50,0.027073156482227377,50
synthetic_only_psnr_benefit_V8_logistic_505,synthetic_only,psnr_benefit,V8,logistic,505,all,50,200,5,0.4444444444444445,3,0.5555555555555555,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.02499498629126357,50,0.027035563103000947,50
synthetic_only_psnr_benefit_V8_logistic_505,synthetic_only,psnr_benefit,V8,logistic,505,synthetic_bsds,50,200,5,0.4444444444444445,3,0.5555555555555555,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.02499498629126357,50,0.027035563103000947,50
