model_id,image_id,domain,coverage,actual_patch_coverage,damage_rate,actual_pixel_coverage,pixel_weighted_damage_rate,selected_count,delivered_damage_fraction,hallucination_rate,psnr_gain,ssim_gain,lpips_gain,dists_gain,psnr_selected,ssim_selected,lpips_selected,dists_selected
mixed_groupcv_psnr_benefit_V1_logistic_505,case2,real_csig,1.0,1.0,0.9895833333333334,1.0,0.9895833333333334,192,0.9895833333333334,,-3.832705484835792,-0.0986940033423404,0.0039160972616324825,-0.008105465831855932,25.297299664102038,0.7468306923595568,0.3441528065595776,0.2761883291726311
mixed_groupcv_psnr_benefit_V1_logistic_505,case3,real_csig,0.1,0.10416666666666667,1.0,0.10416666666666667,1.0,20,0.10416666666666667,,-7.543601589874707,-0.09075682610273361,-0.1864821631461382,-0.06302981972694396,33.20025675967295,0.8286790043115616,0.3592573307454586,0.24764319360256196
mixed_groupcv_psnr_benefit_V1_logistic_505,case3,real_csig,0.2,0.203125,1.0,0.203125,1.0,39,0.203125,,-8.095079788280158,-0.10010322622763805,-0.21861639246344566,-0.06932131449381511,32.997479262824335,0.8343401597096369,0.3718803700728294,0.2488598930530059
mixed_groupcv_psnr_benefit_V1_logistic_505,case3,real_csig,0.3,0.3020833333333333,1.0,0.3020833333333333,1.0,58,0.3020833333333333,,-8.208263979456802,-0.10433583783692327,-0.21865093123553128,-0.06956763000323854,32.50155031652493,0.8309709563337523,0.36952609568834305,0.24881990613608523
mixed_groupcv_psnr_benefit_V1_logistic_505,case3,real_csig,0.4,0.4010416666666667,1.0,0.4010416666666667,1.0,77,0.4010416666666667,,-7.910053619922938,-0.10413864254951477,-0.20479409711120963,-0.06338861468550447,32.457654120466586,0.8295639621747004,0.3659002413223316,0.24810846749838297
mixed_groupcv_psnr_benefit_V1_logistic_505,case3,real_csig,0.5,0.5,1.0,0.5,1.0,96,0.5,,-8.174308260645544,-0.10416869291414817,-0.20386203820817173,-0.06751739606261253,32.29057311730247,0.8305152946462234,0.36656820432593423,0.25235883084436256
mixed_groupcv_psnr_benefit_V1_logistic_505,case3,real_csig,0.6,0.6041666666666666,1.0,0.6041666666666666,1.0,116,0.6041666666666666,,-8.495736266317822,-0.10797411434609315,-0.2179195792574821,-0.07641143583018205,32.232680725327945,0.8323113507237928,0.3685343518596271,0.25653659783560656
mixed_groupcv_psnr_benefit_V1_logistic_505,case3,real_csig,0.7,0.703125,1.0,0.703125,1.0,135,0.703125,,-8.958158702427314,-0.11493930750423008,-0.23162370059225296,-0.08309500482347276,31.951068648008672,0.8284864531622993,0.3783916183091976,0.2626447589309127
mixed_groupcv_psnr_benefit_V1_logistic_505,case3,real_csig,0.8,0.8020833333333334,1.0,0.8020833333333334,1.0,154,0.8020833333333334,,-8.819962392046095,-0.1125542608561454,-0.2272397970853301,-0.0816672881702324,31.988318599633683,0.8315925764573084,0.3748589983427679,0.26372355300110656
mixed_groupcv_psnr_benefit_V1_logistic_505,case3,real_csig,0.9,0.9010416666666666,1.0,0.9010416666666666,1.0,173,0.9010416666666666,,-9.055576152297807,-0.11368431125073075,-0.22988538241627587,-0.08646612601473153,31.783829506089138,0.8309639061806519,0.37779279940390176,0.2703219479908144
mixed_groupcv_psnr_benefit_V1_logistic_505,case3,real_csig,1.0,1.0,1.0,1.0,1.0,192,1.0,,-8.933160375102425,-0.11464116613691051,-0.21953957409520322,-0.08172882969180743,31.46266128153231,0.8266830708210667,0.37371802772395313,0.26961932765940827
mixed_groupcv_psnr_benefit_V1_logistic_505,case4,real_csig,0.1,0.10416666666666667,1.0,0.10416666666666667,1.0,20,0.10416666666666667,,-1.3923914822802312,-0.053570188209414484,0.2166287362575531,0.1518349438905716,16.71824206662951,0.2796323407441378,0.5986565798521042,0.3297546744346619
