image_id,scene_id,domain,region_index,psnr_lq,psnr_restored,ssim_lq,ssim_restored,lpips_lq,lpips_restored,dists_lq,dists_restored,psnr_gain,ssim_gain,lpips_gain,dists_gain,four_metric_majority,psnr_benefit
case1,case1,real_csig,61,40.24128100815257,39.17107301353026,0.9953470230102539,0.9458564519882202,0.03360109031200409,0.26169347763061523,0.10104537010192871,0.3050220012664795,-1.070207994622308,-0.04949057102203369,-0.22809238731861115,-0.20397663116455078,0,0
case1,case1,real_csig,62,41.702009802724774,40.42125103102849,0.9972069263458252,0.9526383280754089,0.020546771585941315,0.23426306247711182,0.08496171236038208,0.28968703746795654,-1.2807587716962843,-0.04456859827041626,-0.2137162908911705,-0.20472532510757446,0,0
case1,case1,real_csig,63,42.63418860771278,41.74046980289564,0.9974856972694397,0.9634023308753967,0.012986322864890099,0.19063760340213776,0.08500319719314575,0.2837700843811035,-0.8937188048171407,-0.03408336639404297,-0.17765128053724766,-0.19876688718795776,0,0
case1,case1,real_csig,64,37.33091028366483,35.34393846993826,0.9899495244026184,0.9235355257987976,0.04472395032644272,0.3362290859222412,0.13415098190307617,0.2826857566833496,-1.9869718137265693,-0.0664139986038208,-0.2915051355957985,-0.14853477478027344,0,0
case1,case1,real_csig,65,38.843371152767745,36.32602733312226,0.9904186129570007,0.9195613265037537,0.03125814348459244,0.3403830826282501,0.12316370010375977,0.2774246335029602,-2.5173438196454825,-0.07085728645324707,-0.3091249391436577,-0.15426093339920044,0,0
case1,case1,real_csig,66,39.327381089268954,35.33648797242893,0.9913825988769531,0.9148550033569336,0.021169135347008705,0.34688830375671387,0.12205725908279419,0.30274534225463867,-3.9908931168400272,-0.07652759552001953,-0.32571916840970516,-0.18068808317184448,0,0
case1,case1,real_csig,67,36.076674540347355,33.80517900328109,0.9805009365081787,0.9214310646057129,0.049196239560842514,0.3203725516796112,0.13686120510101318,0.2828325629234314,-2.271495537066265,-0.05906987190246582,-0.2711763121187687,-0.1459713578224182,0,0
case1,case1,real_csig,68,34.580401645352666,32.714090495972464,0.9762420058250427,0.9174164533615112,0.047059301286935806,0.3209988474845886,0.15948551893234253,0.2836798429489136,-1.866311149380202,-0.058825552463531494,-0.2739395461976528,-0.12419432401657104,0,0
case1,case1,real_csig,69,33.583191384529705,31.107458273251595,0.9690328240394592,0.9000884890556335,0.054015111178159714,0.32260793447494507,0.18501538038253784,0.33117854595184326,-2.4757331112781102,-0.06894433498382568,-0.26859282329678535,-0.14616316556930542,0,0
case1,case1,real_csig,70,33.927890677593055,31.228354165153156,0.9705893993377686,0.9033252596855164,0.04572027549147606,0.31722718477249146,0.1693679690361023,0.34015780687332153,-2.6995365124398987,-0.0672641396522522,-0.2715069092810154,-0.17078983783721924,0,0
case1,case1,real_csig,71,32.39019877263243,30.64461883629906,0.9591674208641052,0.8886004686355591,0.0488942489027977,0.3417539894580841,0.19223034381866455,0.3188347816467285,-1.745579936333371,-0.07056695222854614,-0.2928597405552864,-0.12660443782806396,0,0
case1,case1,real_csig,72,40.92981228838272,37.81810002755932,0.9939831495285034,0.918521523475647,0.025341834872961044,0.32369309663772583,0.16599488258361816,0.340472936630249,-3.1117122608234027,-0.07546162605285645,-0.2983512617647648,-0.17447805404663086,0,0
case1,case1,real_csig,73,32.42816454089234,30.628951637301107,0.9571030139923096,0.8817919492721558,0.05687875300645828,0.34216222167015076,0.19437658786773682,0.32853609323501587,-1.7992129035912328,-0.07531106472015381,-0.2852834686636925,-0.13415950536727905,0,0
case1,case1,real_csig,74,31.965082628467115,31.007105393990205,0.9565013647079468,0.9053534865379333,0.06356056034564972,0.2701687216758728,0.2045932412147522,0.31186747550964355,-0.9579772344769104,-0.05114787817001343,-0.20660816133022308,-0.10727423429489136,0,0
case1,case1,real_csig,75,30.918947582025986,26.26683691895995,0.9462306499481201,0.8647710680961609,0.08430975675582886,0.33879655599594116,0.2086670994758606,0.32502907514572144,-4.652110663066036,-0.08145958185195923,-0.2544867992401123,-0.11636197566986084,0,0
case1,case1,real_csig,76,31.74393461818648,27.75070589051063,0.9471572041511536,0.8748214244842529,0.09307190030813217,0.3495090901851654,0.21669787168502808,0.33734315633773804,-3.9932287276758487,-0.07233577966690063,-0.25643718987703323,-0.12064528465270996,0,0
case1,case1,real_csig,77,30.130007276109207,28.49728921506817,0.9353854656219482,0.8621477484703064,0.09044110774993896,0.37307438254356384,0.21683168411254883,0.3150556683540344,-1.632718061041036,-0.07323771715164185,-0.2826332747936249,-0.0982239842414856,0,0
case1,case1,real_csig,78,31.16950507143998,29.671103830277126,0.9522073864936829,0.8887873291969299,0.06633137166500092,0.300002783536911,0.1965072751045227,0.3030681014060974,-1.4984012411628527,-0.06342005729675293,-0.2336714118719101,-0.10656082630157471,0,0
