image_id,scene_id,domain,scene_category,width,height,region_count,psnr_lq,psnr_restored,ssim_lq,ssim_restored,lpips_lq,lpips_restored,dists_lq,dists_restored,psnr_gain,ssim_gain,lpips_gain,dists_gain,candidate_sha256
bsds_323016,bsds_323016,synthetic_bsds,unreviewed_natural_scene,481,321,4,11.785489862177734,11.513555833878533,0.6377445459365845,0.5456863045692444,0.19802752137184143,0.23609496653079987,0.16081511974334717,0.18306350708007812,-0.2719340282992011,-0.09205824136734009,-0.038067445158958435,-0.022248387336730957,4ff1d1c63b8c0e64a211ef676f04e8643e1efbb8334ed89cc9af0a3da53031b9
bsds_368078,bsds_368078,synthetic_bsds,unreviewed_natural_scene,321,481,4,20.207475393739955,18.937509180213713,0.5686567425727844,0.5985989570617676,0.4861948490142822,0.1954784393310547,0.2686077356338501,0.12085390090942383,-1.2699662135262422,0.029942214488983154,0.29071640968322754,0.14775383472442627,4e2a58409dd84611bca1966bd0bea78654f6142a9162ae6ae84b2cb47492044b
bsds_374020,bsds_374020,synthetic_bsds,unreviewed_natural_scene,481,321,4,25.668756587309467,22.190056815173595,0.6090397238731384,0.5216530561447144,0.5183327198028564,0.21093536913394928,0.25512242317199707,0.14986521005630493,-3.4786997721358723,-0.08738666772842407,0.30739735066890717,0.10525721311569214,0ffa4b9eac3f0ce42759d88bfe3a1c82af4fa26e8194e03f0b93403a9c5ce865
bsds_385028,bsds_385028,synthetic_bsds,unreviewed_natural_scene,481,321,4,23.309380650950942,20.20623674029181,0.5023370981216431,0.4025399684906006,0.6278800964355469,0.28876224160194397,0.26141273975372314,0.18135130405426025,-3.1031439106591314,-0.09979712963104248,0.3391178548336029,0.08006143569946289,cbd5426a0382c8d818df8bc9e484fb395c9294c0f9733b94b11c64f516a10330
bsds_41004,bsds_41004,synthetic_bsds,unreviewed_natural_scene,481,321,4,29.3842264861187,25.08745562334825,0.6462140083312988,0.7795433402061462,0.42423582077026367,0.142628476023674,0.24777889251708984,0.13030511140823364,-4.2967708627704475,0.1333293318748474,0.28160734474658966,0.1174737811088562,c00e04952d1cf4d7459e280368b27fb4939078276467d653efd2dea59e2bff04
bsds_45077,bsds_45077,synthetic_bsds,unreviewed_natural_scene,481,321,4,13.452983765832476,13.05224168877491,0.5322791934013367,0.3503764271736145,0.1942782700061798,0.34173083305358887,0.16631031036376953,0.24434316158294678,-0.4007420770575667,-0.18190276622772217,-0.14745256304740906,-0.07803285121917725,1429e532dae24e6ac72e6b4dd20cf48229c7daf805937f89cbb1156e5c203163
bsds_46076,bsds_46076,synthetic_bsds,unreviewed_natural_scene,321,481,4,26.310409409691495,23.833160422378636,0.6919870972633362,0.6761274337768555,0.3931598365306854,0.20700973272323608,0.2632865905761719,0.14920616149902344,-2.4772489873128585,-0.015859663486480713,0.18615010380744934,0.11408042907714844,a243ed58415145a19a3c208a334aa619961d98229c1b2fab12b093205b4d03cf
bsds_59078,bsds_59078,synthetic_bsds,unreviewed_natural_scene,481,321,4,22.93709502832121,19.476895886500934,0.6786397695541382,0.6532691717147827,0.5232447385787964,0.20711661875247955,0.2686498761177063,0.14570891857147217,-3.4601991418202758,-0.02537059783935547,0.31612811982631683,0.12294095754623413,b8ef0b938b6fc673677eae380998fb7b90eba71975d5597cdc01629d22c7a7f0
bsds_61086,bsds_61086,synthetic_bsds,unreviewed_natural_scene,321,481,4,19.891463437026452,17.018104401661944,0.5453893542289734,0.4881286025047302,0.6336299180984497,0.23649312555789948,0.2786729335784912,0.16009807586669922,-2.8733590353645084,-0.057260751724243164,0.39713679254055023,0.11857485771179199,6e43727908b070a7de27ecd523ff41aaeedd84370a95b84def13267bd98f5066
bsds_76002,bsds_76002,synthetic_bsds,unreviewed_natural_scene,481,321,4,27.399177871611474,20.708685012710678,0.7218024730682373,0.5880441069602966,0.2025579810142517,0.213822603225708,0.20215821266174316,0.1594265103340149,-6.690492858900797,-0.13375836610794067,-0.011264622211456299,0.04273170232772827,105d9381c837db8d4bf6cb185f55820e8bb8a1638011e90a65112c9d531147a4
