model_id,scope,target,variant,family,seed,image_id,domain,roc_auc,pr_auc,balanced_accuracy,precision,recall,f1,accuracy,brier,ece,positive_count,region_count
mixed_groupcv_psnr_benefit_V1_mlp_506,mixed_groupcv,psnr_benefit,V1,mlp,506,case3,real_csig,,,,0.0,0.0,0.0,1.0,0.021230706986270612,0.1252530251610248,0,192
mixed_groupcv_psnr_benefit_V1_mlp_506,mixed_groupcv,psnr_benefit,V1,mlp,506,case4,real_csig,,,,0.0,0.0,0.0,1.0,0.03311586160155657,0.16502033837605268,0,192
mixed_groupcv_psnr_benefit_V1_mlp_506,mixed_groupcv,psnr_benefit,V1,mlp,506,case5,real_csig,0.2921146953405018,0.024439125565624747,0.5,0.0,0.0,0.0,0.96875,0.035578704424400226,0.04336119635263458,6,192
mixed_groupcv_psnr_benefit_V1_mlp_506,mixed_groupcv,psnr_benefit,V1,mlp,506,bsds_100098,synthetic_bsds,,,,0.0,0.0,0.0,1.0,0.05364907735961483,0.20359879359602928,0,4
mixed_groupcv_psnr_benefit_V1_mlp_506,mixed_groupcv,psnr_benefit,V1,mlp,506,bsds_106025,synthetic_bsds,,,,0.0,0.0,0.0,1.0,0.057982053357476304,0.23184765875339508,0,4
mixed_groupcv_psnr_benefit_V1_mlp_506,mixed_groupcv,psnr_benefit,V1,mlp,506,bsds_112082,synthetic_bsds,,,,0.0,0.0,0.0,1.0,0.04913542758101308,0.2183329164981842,0,4
mixed_groupcv_psnr_benefit_V1_mlp_506,mixed_groupcv,psnr_benefit,V1,mlp,506,bsds_138078,synthetic_bsds,,,,0.0,0.0,0.0,1.0,0.04092190757540204,0.19851433485746384,0,4
mixed_groupcv_psnr_benefit_V1_mlp_506,mixed_groupcv,psnr_benefit,V1,mlp,506,bsds_140055,synthetic_bsds,,,,0.0,0.0,0.0,1.0,0.0331275851794946,0.18021955713629723,0,4
mixed_groupcv_psnr_benefit_V1_mlp_506,mixed_groupcv,psnr_benefit,V1,mlp,506,bsds_147021,synthetic_bsds,,,,0.0,0.0,0.0,1.0,0.08437923189810637,0.2671191692352295,0,4
mixed_groupcv_psnr_benefit_V1_mlp_506,mixed_groupcv,psnr_benefit,V1,mlp,506,bsds_153077,synthetic_bsds,,,,0.0,0.0,0.0,1.0,0.04037723369938451,0.19672008603811264,0,4
